VentaId,Fecha,Folio,ClienteId,NombreCliente,Telefono,Domicilio,ProductoId,SKU,DescripcionProducto,Cantidad,ValorUnitario,Importe,TotalVenta
9,2025-10-01,1009,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,2676.32
9,2025-10-01,1009,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",12,PROD-012,Impresora Epson,2,1025.26,2050.52,4726.84
9,2025-10-01,1009,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",18,PROD-018,USB 64GB,1,324.14,324.14,5050.98
9,2025-10-01,1009,30,Cliente 30,5532572111,"Calle 192 #53, Ciudad Querétaro",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,7727.3
10,2025-09-07,1010,41,Cliente 41,5561546228,"Calle 195 #966, Ciudad Puebla",18,PROD-018,USB 64GB,4,324.14,1296.56,1296.56
10,2025-09-07,1010,41,Cliente 41,5561546228,"Calle 195 #966, Ciudad Puebla",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,1485.64
10,2025-09-07,1010,41,Cliente 41,5561546228,"Calle 195 #966, Ciudad Puebla",8,PROD-008,Auriculares Bluetooth,5,669.08,3345.4,4831.04
10,2025-09-07,1010,41,Cliente 41,5561546228,"Calle 195 #966, Ciudad Puebla",3,PROD-003,USB 64GB,3,484.52,1453.56,6284.6
11,2025-07-07,1011,49,Cliente 49,5515424184,"Calle 194 #683, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,3,352.02,1056.06,1056.06
11,2025-07-07,1011,49,Cliente 49,5515424184,"Calle 194 #683, Ciudad Monterrey",6,PROD-006,USB 64GB,5,868.91,4344.55,5400.61
11,2025-07-07,1011,49,Cliente 49,5515424184,"Calle 194 #683, Ciudad Monterrey",5,PROD-005,Tablet Samsung,2,1366.69,2733.38,8133.99
11,2025-07-07,1011,49,Cliente 49,5515424184,"Calle 194 #683, Ciudad Monterrey",19,PROD-019,Teclado mecánico,4,126.92,507.68,8641.67
11,2025-07-07,1011,49,Cliente 49,5515424184,"Calle 194 #683, Ciudad Monterrey",4,PROD-004,Tablet Samsung,2,1299.88,2599.76,11241.43
12,2025-01-12,1012,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",17,PROD-017,USB 64GB,4,377.22,1508.88,1508.88
12,2025-01-12,1012,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",13,PROD-013,"Monitor 24""",2,943.39,1886.78,3395.66
12,2025-01-12,1012,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",15,PROD-015,"Laptop HP 15""",4,277.79,1111.16,4506.82
12,2025-01-12,1012,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",19,PROD-019,Teclado mecánico,1,126.92,126.92,4633.74
12,2025-01-12,1012,7,Cliente 7,5525022186,"Calle 176 #225, Ciudad CDMX",8,PROD-008,Auriculares Bluetooth,4,669.08,2676.32,7310.06
13,2025-08-06,1013,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",4,189.08,756.32,756.32
13,2025-08-06,1013,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,945.4
13,2025-08-06,1013,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",6,PROD-006,USB 64GB,3,868.91,2606.73,3552.13
14,2025-10-17,1014,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",18,PROD-018,USB 64GB,3,324.14,972.42,972.42
14,2025-10-17,1014,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",7,PROD-007,Teclado mecánico,4,559.57,2238.28,3210.7
14,2025-10-17,1014,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,4,1325.32,5301.28,8511.98
15,2025-08-03,1015,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",4,PROD-004,Tablet Samsung,4,1299.88,5199.52,5199.52
15,2025-08-03,1015,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",9,PROD-009,Auriculares Bluetooth,3,352.02,1056.06,6255.58
15,2025-08-03,1015,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",15,PROD-015,"Laptop HP 15""",4,277.79,1111.16,7366.74
15,2025-08-03,1015,1,Cliente 1,5565865916,"Calle 143 #668, Ciudad CDMX",1,PROD-001,Mouse inalámbrico,3,1325.32,3975.96,11342.7
16,2025-10-20,1016,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,3,1391.98,4175.94,4175.94
16,2025-10-20,1016,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",4,PROD-004,Tablet Samsung,4,1299.88,5199.52,9375.46
16,2025-10-20,1016,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",16,PROD-016,Mouse inalámbrico,2,1016.59,2033.18,11408.64
16,2025-10-20,1016,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",5,PROD-005,Tablet Samsung,2,1366.69,2733.38,14142.02
17,2025-09-15,1017,2,Cliente 2,5590249374,"Calle 139 #240, Ciudad CDMX",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,1299.88
17,2025-09-15,1017,2,Cliente 2,5590249374,"Calle 139 #240, Ciudad CDMX",9,PROD-009,Auriculares Bluetooth,1,352.02,352.02,1651.9
17,2025-09-15,1017,2,Cliente 2,5590249374,"Calle 139 #240, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,5,1016.59,5082.95,6734.85
18,2025-09-05,1018,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",17,PROD-017,USB 64GB,3,377.22,1131.66,1131.66
18,2025-09-05,1018,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",4,PROD-004,Tablet Samsung,2,1299.88,2599.76,3731.42
19,2025-04-25,1019,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",15,PROD-015,"Laptop HP 15""",1,277.79,277.79,277.79
19,2025-04-25,1019,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",15,PROD-015,"Laptop HP 15""",1,277.79,277.79,555.58
19,2025-04-25,1019,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,4621.94
19,2025-04-25,1019,29,Cliente 29,5559926479,"Calle 152 #90, Ciudad Monterrey",12,PROD-012,Impresora Epson,1,1025.26,1025.26,5647.2
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",7,PROD-007,Teclado mecánico,5,559.57,2797.85,2797.85
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",19,PROD-019,Teclado mecánico,3,126.92,380.76,3178.61
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",6,PROD-006,USB 64GB,2,868.91,1737.82,4916.43
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",14,PROD-014,"Laptop HP 15""",2,189.08,378.16,5294.59
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,3,1016.59,3049.77,8344.36
20,2025-02-26,1020,11,Cliente 11,5553213477,"Calle 117 #225, Ciudad CDMX",20,PROD-020,Cámara Web HD,2,1316.65,2633.3,10977.66
21,2025-09-27,1021,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",8,PROD-008,Auriculares Bluetooth,3,669.08,2007.24,2007.24
21,2025-09-27,1021,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",19,PROD-019,Teclado mecánico,2,126.92,253.84,2261.08
21,2025-09-27,1021,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",5,PROD-005,Tablet Samsung,1,1366.69,1366.69,3627.77
22,2025-07-28,1022,39,Cliente 39,5598505376,"Calle 107 #536, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,3,1391.98,4175.94,4175.94
22,2025-07-28,1022,39,Cliente 39,5598505376,"Calle 107 #536, Ciudad Guadalajara",20,PROD-020,Cámara Web HD,5,1316.65,6583.25,10759.19
22,2025-07-28,1022,39,Cliente 39,5598505376,"Calle 107 #536, Ciudad Guadalajara",8,PROD-008,Auriculares Bluetooth,1,669.08,669.08,11428.27
22,2025-07-28,1022,39,Cliente 39,5598505376,"Calle 107 #536, Ciudad Guadalajara",20,PROD-020,Cámara Web HD,4,1316.65,5266.6,16694.87
22,2025-07-28,1022,39,Cliente 39,5598505376,"Calle 107 #536, Ciudad Guadalajara",1,PROD-001,Mouse inalámbrico,3,1325.32,3975.96,20670.83
23,2025-01-02,1023,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,3,1016.59,3049.77,3049.77
23,2025-01-02,1023,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,3,1016.59,3049.77,6099.54
23,2025-01-02,1023,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",1,PROD-001,Mouse inalámbrico,2,1325.32,2650.64,8750.18
23,2025-01-02,1023,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",6,PROD-006,USB 64GB,1,868.91,868.91,9619.09
23,2025-01-02,1023,9,Cliente 9,5584282581,"Calle 134 #500, Ciudad Puebla",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,16245.69
24,2025-01-29,1024,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",14,PROD-014,"Laptop HP 15""",4,189.08,756.32,756.32
24,2025-01-29,1024,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",4,PROD-004,Tablet Samsung,4,1299.88,5199.52,5955.84
24,2025-01-29,1024,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",10,PROD-010,Mouse inalámbrico,3,1025.44,3076.32,9032.16
24,2025-01-29,1024,46,Cliente 46,5554414304,"Calle 101 #383, Ciudad Monterrey",17,PROD-017,USB 64GB,4,377.22,1508.88,10541.04
25,2025-08-15,1025,18,Cliente 18,5576708535,"Calle 88 #516, Ciudad Querétaro",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,1391.98
25,2025-08-15,1025,18,Cliente 18,5576708535,"Calle 88 #516, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,1581.06
26,2025-05-18,1026,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",20,PROD-020,Cámara Web HD,3,1316.65,3949.95,3949.95
26,2025-05-18,1026,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",7,PROD-007,Teclado mecánico,1,559.57,559.57,4509.52
26,2025-05-18,1026,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,4698.6
26,2025-05-18,1026,50,Cliente 50,5511949481,"Calle 74 #366, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,2,1391.98,2783.96,7482.56
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",7,PROD-007,Teclado mecánico,4,559.57,2238.28,2238.28
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",17,PROD-017,USB 64GB,5,377.22,1886.1,4124.38
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",13,PROD-013,"Monitor 24""",3,943.39,2830.17,6954.55
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",12,PROD-012,Impresora Epson,4,1025.26,4101.04,11055.59
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",18,PROD-018,USB 64GB,4,324.14,1296.56,12352.15
27,2025-04-05,1027,14,Cliente 14,5513484660,"Calle 190 #955, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,1,1016.59,1016.59,13368.74
28,2025-07-06,1028,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",2,PROD-002,Disco Duro 1TB,2,116.11,232.22,232.22
28,2025-07-06,1028,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",11,PROD-011,Tablet Samsung,2,1391.98,2783.96,3016.18
28,2025-07-06,1028,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,2,1016.59,2033.18,5049.36
28,2025-07-06,1028,3,Cliente 3,5558309960,"Calle 193 #406, Ciudad Querétaro",2,PROD-002,Disco Duro 1TB,2,116.11,232.22,5281.58
29,2025-07-20,1029,10,Cliente 10,5517547010,"Calle 37 #303, Ciudad Guadalajara",15,PROD-015,"Laptop HP 15""",5,277.79,1388.95,1388.95
29,2025-07-20,1029,10,Cliente 10,5517547010,"Calle 37 #303, Ciudad Guadalajara",11,PROD-011,Tablet Samsung,1,1391.98,1391.98,2780.93
29,2025-07-20,1029,10,Cliente 10,5517547010,"Calle 37 #303, Ciudad Guadalajara",8,PROD-008,Auriculares Bluetooth,5,669.08,3345.4,6126.33
29,2025-07-20,1029,10,Cliente 10,5517547010,"Calle 37 #303, Ciudad Guadalajara",10,PROD-010,Mouse inalámbrico,1,1025.44,1025.44,7151.77
30,2025-07-02,1030,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",17,PROD-017,USB 64GB,5,377.22,1886.1,1886.1
30,2025-07-02,1030,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",20,PROD-020,Cámara Web HD,3,1316.65,3949.95,5836.05
30,2025-07-02,1030,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",13,PROD-013,"Monitor 24""",3,943.39,2830.17,8666.22
30,2025-07-02,1030,19,Cliente 19,5554679470,"Calle 49 #668, Ciudad CDMX",16,PROD-016,Mouse inalámbrico,5,1016.59,5082.95,13749.17
31,2025-10-06,1031,45,Cliente 45,5580445618,"Calle 47 #943, Ciudad Puebla",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,6626.6
31,2025-10-06,1031,45,Cliente 45,5580445618,"Calle 47 #943, Ciudad Puebla",2,PROD-002,Disco Duro 1TB,1,116.11,116.11,6742.71
32,2025-09-03,1032,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",5,PROD-005,Tablet Samsung,2,1366.69,2733.38,2733.38
32,2025-09-03,1032,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",19,PROD-019,Teclado mecánico,2,126.92,253.84,2987.22
32,2025-09-03,1032,23,Cliente 23,5572298451,"Calle 57 #426, Ciudad Guadalajara",12,PROD-012,Impresora Epson,2,1025.26,2050.52,5037.74
33,2025-09-18,1033,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",10,PROD-010,Mouse inalámbrico,5,1025.44,5127.2,5127.2
33,2025-09-18,1033,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",7,PROD-007,Teclado mecánico,3,559.57,1678.71,6805.91
33,2025-09-18,1033,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,1,352.02,352.02,7157.93
33,2025-09-18,1033,24,Cliente 24,5591571839,"Calle 151 #59, Ciudad Monterrey",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,11224.29
34,2025-10-20,1034,20,Cliente 20,5538132463,"Calle 77 #304, Ciudad CDMX",7,PROD-007,Teclado mecánico,4,559.57,2238.28,2238.28
34,2025-10-20,1034,20,Cliente 20,5538132463,"Calle 77 #304, Ciudad CDMX",18,PROD-018,USB 64GB,3,324.14,972.42,3210.7
34,2025-10-20,1034,20,Cliente 20,5538132463,"Calle 77 #304, Ciudad CDMX",17,PROD-017,USB 64GB,2,377.22,754.44,3965.14
35,2025-01-02,1035,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",5,PROD-005,Tablet Samsung,3,1366.69,4100.07,4100.07
35,2025-01-02,1035,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",2,PROD-002,Disco Duro 1TB,1,116.11,116.11,4216.18
35,2025-01-02,1035,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,5516.06
35,2025-01-02,1035,25,Cliente 25,5546903572,"Calle 200 #63, Ciudad Puebla",6,PROD-006,USB 64GB,2,868.91,1737.82,7253.88
36,2025-07-27,1036,40,Cliente 40,5530002931,"Calle 43 #882, Ciudad Puebla",12,PROD-012,Impresora Epson,4,1025.26,4101.04,4101.04
36,2025-07-27,1036,40,Cliente 40,5530002931,"Calle 43 #882, Ciudad Puebla",1,PROD-001,Mouse inalámbrico,5,1325.32,6626.6,10727.64
36,2025-07-27,1036,40,Cliente 40,5530002931,"Calle 43 #882, Ciudad Puebla",12,PROD-012,Impresora Epson,5,1025.26,5126.3,15853.94
37,2025-10-14,1037,6,Cliente 6,5595154850,"Calle 169 #818, Ciudad Puebla",5,PROD-005,Tablet Samsung,3,1366.69,4100.07,4100.07
37,2025-10-14,1037,6,Cliente 6,5595154850,"Calle 169 #818, Ciudad Puebla",18,PROD-018,USB 64GB,3,324.14,972.42,5072.49
37,2025-10-14,1037,6,Cliente 6,5595154850,"Calle 169 #818, Ciudad Puebla",17,PROD-017,USB 64GB,2,377.22,754.44,5826.93
37,2025-10-14,1037,6,Cliente 6,5595154850,"Calle 169 #818, Ciudad Puebla",17,PROD-017,USB 64GB,1,377.22,377.22,6204.15
37,2025-10-14,1037,6,Cliente 6,5595154850,"Calle 169 #818, Ciudad Puebla",14,PROD-014,"Laptop HP 15""",2,189.08,378.16,6582.31
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",18,PROD-018,USB 64GB,5,324.14,1620.7,1620.7
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",4,PROD-004,Tablet Samsung,5,1299.88,6499.4,8120.1
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,3,1016.59,3049.77,11169.87
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",17,PROD-017,USB 64GB,1,377.22,377.22,11547.09
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",12,PROD-012,Impresora Epson,2,1025.26,2050.52,13597.61
38,2025-06-29,1038,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,17663.97
39,2025-09-27,1039,48,Cliente 48,5515434590,"Calle 34 #266, Ciudad CDMX",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,1299.88
39,2025-09-27,1039,48,Cliente 48,5515434590,"Calle 34 #266, Ciudad CDMX",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,1488.96
40,2025-05-04,1040,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",2,PROD-002,Disco Duro 1TB,1,116.11,116.11,116.11
40,2025-05-04,1040,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,2,1016.59,2033.18,2149.29
40,2025-05-04,1040,15,Cliente 15,5584822026,"Calle 82 #95, Ciudad Puebla",18,PROD-018,USB 64GB,2,324.14,648.28,2797.57
41,2025-06-01,1041,21,Cliente 21,5549425421,"Calle 84 #596, Ciudad Puebla",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,4066.36
41,2025-06-01,1041,21,Cliente 21,5549425421,"Calle 84 #596, Ciudad Puebla",2,PROD-002,Disco Duro 1TB,4,116.11,464.44,4530.8
41,2025-06-01,1041,21,Cliente 21,5549425421,"Calle 84 #596, Ciudad Puebla",10,PROD-010,Mouse inalámbrico,1,1025.44,1025.44,5556.24
42,2025-08-29,1042,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,1299.88
42,2025-08-29,1042,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",2,PROD-002,Disco Duro 1TB,5,116.11,580.55,1880.43
42,2025-08-29,1042,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",4,PROD-004,Tablet Samsung,1,1299.88,1299.88,3180.31
42,2025-08-29,1042,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",9,PROD-009,Auriculares Bluetooth,5,352.02,1760.1,4940.41
42,2025-08-29,1042,26,Cliente 26,5566471309,"Calle 44 #614, Ciudad Monterrey",20,PROD-020,Cámara Web HD,2,1316.65,2633.3,7573.71
43,2025-04-10,1043,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",4,PROD-004,Tablet Samsung,5,1299.88,6499.4,6499.4
43,2025-04-10,1043,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",15,PROD-015,"Laptop HP 15""",2,277.79,555.58,7054.98
43,2025-04-10,1043,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",16,PROD-016,Mouse inalámbrico,4,1016.59,4066.36,11121.34
43,2025-04-10,1043,16,Cliente 16,5592630885,"Calle 195 #916, Ciudad Querétaro",14,PROD-014,"Laptop HP 15""",1,189.08,189.08,11310.42
